archetype_1,archetype_2,mu_win,mu_n,mu_wr
Norra (BC/SI),Akshan/Lee Sin (IO/SH),0,1,0
Heimerdinger/Master Yi (IO/PZ),Aatrox/Kayn (RU/RU),0,1,0
Diana/Leona (DE/MT),Annie/Gwen (NX/SI),0,1,0
Viktor/Zoe (MT/PZ),Draven/Sejuani (FR/NX),0,1,0
Aatrox/Kayn (RU/RU),Viktor/Zoe (MT/PZ),0,1,0
Darius/Samira (FR/NX),Annie/Gwen (NX/SI),0,1,0
LeBlanc (NX/PZ),Azir/Renekton (SH),0,1,0
Galio/Udyr (DE/FR),Azir/Renekton (SH),0,1,0
Ashe/Sejuani (BW/FR),Norra/Swain (BC/NX),0,1,0
Draven/Rumble (BC/NX),Ezreal/Heimerdinger (PZ/SI),0,1,0
Ezreal/Heimerdinger (PZ/SI),Draven/Rumble (DE/NX),0,1,0
Ezreal/Heimerdinger (PZ/SI),Katarina/LeBlanc (FR/NX),0,1,0
Leona (MT/NX),Evelynn (RU/FR),0,1,0
Norra/Tristana (BC),Janna/Nilah (BW/PZ),0,1,0
Norra/Teemo (BC/PZ),Jhin/Norra (BC/RU),0,1,0
Janna (PZ/SH),Norra/Teemo (BC/PZ),0,1,0
Hecarim (SI),Shyvana/Thresh (DE/SI),0,1,0
Janna/Nilah (BW/PZ),Shyvana/Thresh (DE/SI),0,1,0
Heimerdinger/Master Yi (IO/PZ),Udyr/Zed (FR/IO),0,1,0
Ashe/Sivir (FR/SH),Norra/Swain (BC/NX),0,1,0
Championless (BW/PZ),Annie/Jhin (RU/NX),0,1,0
Draven/Rumble (DE/NX),Galio/Morgana (DE/MT),0,1,0
Galio/Morgana (DE/MT),Heimerdinger/Master Yi (IO/PZ),0,1,0
Galio/Morgana (DE/MT),LeBlanc (FR/NX),0,1,0
Ezreal/Heimerdinger (PZ/SI),Galio/Morgana (DE/MT),0,1,0
Heimerdinger/Viktor (IO/PZ),Galio/Morgana (DE/MT),0,1,0
Galio/Morgana (DE/MT),Nocturne (MT/SI),0,1,0
Heimerdinger/Master Yi (IO/PZ),Katarina/LeBlanc (FR/NX),0,1,0
Draven/Rumble (BC/NX),Nocturne (MT/SI),0,1,0
LeBlanc (FR/NX),Kindred/Mordekaiser (BC/SI),0,1,0
Kai'Sa/Pantheon (MT/SH),Ahri/Teemo (BC/IO),0,1,0
Ahri/Teemo (BC/IO),Hecarim/Lucian (DE/SI),0,1,0
Hecarim/Lucian (DE/SI),Janna (DE/PZ),0,1,0
Janna (DE/PZ),Ekko (PZ/SI),0,1,0
Braum/Lux: Illuminated (DE/FR),Morgana/Pantheon (DE/MT),0,1,0
Morgana/Pantheon (DE/MT),Lillia/Zoe (IO/MT),0,1,0
Miss Fortune/Renekton (BW/SH),Akshan/Lee Sin (IO/SH),0,1,0
Udyr/Zed (FR/IO),LeBlanc/Norra (BC/NX),0,1,0
Akshan/Kayn (RU/SH),Janna/Nilah (BW/PZ),0,1,0
LeBlanc/Norra (BC/NX),Heimerdinger/Viktor (IO/PZ),0,1,0
Kai'Sa (DE/SH),The Poro King (MT/RU),0,1,0
Kai'Sa (DE/SH),Darius/Gnar (FR/NX),0,1,0
Kai'Sa/The Poro King (RU/SH),Hecarim/Kalista (IO/SI),0,1,0
Kai'Sa/The Poro King (RU/SH),Gwen/Hecarim (IO/SI),0,1,0
Braum/Udyr (FR/MT),Kai'Sa/The Poro King (RU/SH),0,1,0
Lux: Illuminated/Zed (DE/IO),Nocturne (SI),0,1,0
Nocturne (SI),Draven/Rumble (BC/NX),0,1,0
Ashe/Sejuani (BW/FR),The Poro King (MT/RU),0,1,0
Ashe/Sejuani (FR/SH),Annie/Jhin (RU/NX),0,1,0
Ekko (BW/PZ),Teemo (BC/PZ),0,1,0
LeBlanc/Norra (BC/NX),Ezreal/Nilah (BW/PZ),0,1,0
Miss Fortune/Norra (BC/BW),Illaoi/Jarvan IV (BW/DE),0,1,0
Lux: Illuminated/Zed (DE/IO),Rumble/Sion (BC/NX),0,1,0
Draven/Rumble (BC/NX),Akshan/Renekton (FR/SH),0,1,0
Lux: Illuminated/Zed (DE/IO),Lee Sin/Zoe (IO/MT),0,1,0
Lillia/Zed (IO/MT),Janna/Nilah (BW/PZ),0,1,0
Draven/Rumble (DE/NX),Norra/Trundle (BC/FR),0,1,0
Nocturne (MT/SI),Norra/Trundle (BC/FR),0,1,0
Udyr/Zed (FR/IO),Nocturne (MT/SI),0,1,0
Draven/Rumble (DE/NX),Fizz/Yuumi (BC/FR),0,1,0
Nocturne (MT/SI),Draven/Rumble (DE/NX),0,1,0
Draven/Rumble (DE/NX),Katarina/LeBlanc (FR/NX),0,1,0
Akshan/Lee Sin (IO/SH),Ezreal/Nilah (BW/PZ),0,1,0
The Poro King (MT/RU),Championless (SI/SH),0,1,0
Gwen/Nidalee (SI/SH),Braum/Udyr (FR/MT),0,1,0
Hecarim/Nocturne (SI),Darius/Gnar (FR/NX),0,1,0
Janna/Zilean (PZ/SH),Norra/Trundle (BC/FR),0,1,0
Jayce/Lux (DE/PZ),Elise (FR/SI),0,1,0
Janna/Nilah (BW/PZ),Hecarim/Nocturne (SI),0,1,0
Heimerdinger/Viktor (IO/PZ),Ahri/Katarina (IO/NX),0,1,0
Aatrox/Varus (RU/RU),Ahri/Katarina (IO/NX),0,1,0
Ahri/Katarina (IO/NX),Jayce/Lux (DE/PZ),0,1,0
Jayce/Norra (BC/PZ),Ahri/Katarina (IO/NX),0,1,0
Udyr/Zed (FR/IO),Ahri/Katarina (IO/NX),0,1,0
Championless (SI/SH),Caitlyn/Teemo (BC/PZ),0,1,0
Master Yi/Morgana (DE/IO),Nocturne (MT/SI),0,1,0
Fizz/Yuumi (BC/FR),Heimerdinger/Viktor (IO/PZ),0,1,0
Heimerdinger/Viktor (IO/PZ),Morgana/Pantheon (DE/MT),0,1,0
Aatrox/Katarina (RU/NX),Morgana/Pantheon (DE/MT),0,1,0
Bard/Kayle (RU/MT),Gwen/Hecarim (IO/SI),0,1,0
Fizz/Lux: Illuminated (BC/DE),Jayce/Lux (DE/PZ),0,1,0
Jarvan IV/Udyr (DE/FR),Jayce/Lux (DE/PZ),0,1,0
Draven/Elise (NX/SI),Udyr/Zed (FR/IO),0,1,0
Draven/Rumble (DE/NX),Udyr/Zed (FR/IO),0,1,0
Championless (SI/SH),Draven/Jinx (NX/PZ),0,1,0
Akshan/Renekton (FR/SH),Mordekaiser/Norra (BC/SI),0,1,0
Elise/Nocturne (NX/SI),Gwen/Teemo (PZ/SI),0,1,0
Ryze (RU/SI),Akshan/Lee Sin (IO/SH),0,1,0
Gwen/Kalista (IO/SI),Norra/Swain (BC/NX),0,1,0
Braum/Gwen (FR/SI),Elise (NX/SI),0,1,0
