archetype_1,archetype_2,mu_win,mu_n,mu_wr
Miss Fortune/Teemo (BC/BW),Morgana/Vex (BC/MT),0,2,0
Karma/Sett (IO/PZ),Miss Fortune/Teemo (BC/BW),0,2,0
Mordekaiser/Nasus (SI/SH),Gwen/Vayne (DE/SI),0,2,0
Anivia/Mordekaiser (FR/SI),Draven/Sion (NX/PZ),0,2,0
Viego (SI/SH),Hecarim/Zed (IO/SI),0,2,0
Aatrox (RU/BW),Seraphine/Sett (IO/PZ),0,2,0
Morgana/Volibear (DE/FR),Gwen/Mordekaiser (BC/SI),0,2,0
Fizz/Nilah (BC/BW),Kayle (BW/MT),0,2,0
Gwen/Kindred (BW/SI),Gwen/Mordekaiser (BC/SI),0,2,0
Volibear (FR/SI),Darius (FR/NX),0,2,0
Caitlyn (BC/PZ),Gwen/Mordekaiser (BC/SI),0,2,0
Aurelion Sol/Vayne (DE/MT),Kindred/Mordekaiser (BC/SI),0,2,0
Gwen/Mordekaiser (IO/SI),Mordekaiser/Viego (IO/SI),0,2,0
Lulu/Zed (IO/PZ),Gwen/Vayne (DE/SI),0,2,0
Ashe/Zed (FR/IO),Gwen/Mordekaiser (BC/SI),0,2,0
Jarvan IV/Kayle/Morgana (DE/MT),Draven/Jinx (NX/PZ),0,2,0
Morgana/Pantheon (DE/MT),Jinx/Vex (BC/PZ),0,2,0
Azir/Kayle (MT/SH),Draven/Jinx (NX/PZ),0,2,0
Gwen/Quinn (DE/SI),Kayle (BW/MT),0,2,0
Teemo (BC/IO),Morgana/Vayne (DE/PZ),0,2,0
Volibear (FR/SI),Aatrox (RU/BW),0,2,0
Gwen/Mordekaiser (BC/SI),Kayle/Yuumi (FR/MT),0,2,0
Kennen (BC/IO),Karma/Seraphine (IO/PZ),0,2,0
Aatrox/Vayne (RU/DE),Ashe (FR/PZ),0,2,0
Leona/Sivir (MT/SH),Morgana/Vayne (DE/PZ),0,2,0
Championless (PZ/SI),Ashe (FR/PZ),0,2,0
Kayle (BW/MT),Illaoi/Volibear (BW/FR),0,2,0
Mordekaiser (BC/SI),Ashe (FR/PZ),0,2,0
Ashe/Kindred (FR/SI),Seraphine/Sett (IO/PZ),0,2,0
Fizz/Varus (BW/RU),Lux: Illuminated/Vex (BC/DE),0,2,0
The Poro King/Yuumi (MT/RU),Draven/Jinx (NX/PZ),0,2,0
Kayle (MT/NX),Caitlyn/Teemo (FR/PZ),0,2,0
Lux: Illuminated/Vex (BC/DE),Mordekaiser/Vex (BC/SI),0,2,0
Heimerdinger/Jayce (MT/PZ),Lux: Illuminated/Shen (DE/IO),0,2,0
Ashe/Sejuani (FR/PZ),Gwen/Mordekaiser (BC/SI),0,2,0
Ashe/LeBlanc (FR/NX),Pantheon (MT/SH),0,2,0
Jayce (PZ/SI),Morgana/Vayne (DE/PZ),0,2,0
Darius (FR/NX),Heimerdinger/Jayce (PZ/SI),0,2,0
Darius (FR/NX),Lux: Illuminated/Shen (DE/IO),0,2,0
