archetype_1,archetype_2,mu_win,mu_n,mu_wr
Swain (BW/NX),Kalista (PZ/SI),1,2,0.5
Kalista (PZ/SI),Swain (BW/NX),1,2,0.5
Zoe (IO/MT),Ezreal/Seraphine (IO/PZ),1,2,0.5
Ezreal/Seraphine (IO/PZ),Zoe (IO/MT),1,2,0.5
Darius/Swain (BW/NX),Championless (IO/PZ),1,2,0.5
Championless (IO/PZ),Darius/Swain (BW/NX),1,2,0.5
Kai'Sa/Sivir (DE/SH),Akshan/Ekko (PZ/SH),1,2,0.5
Akshan/Ekko (PZ/SH),Kai'Sa/Sivir (DE/SH),1,2,0.5
Kai'Sa/Sivir (DE/SH),Aphelios/Zoe (IO/MT),1,2,0.5
Aphelios/Zoe (IO/MT),Kai'Sa/Sivir (DE/SH),1,2,0.5
Kai'Sa/Zoe (MT/SH),Aphelios/Zoe (IO/MT),1,2,0.5
Aphelios/Zoe (IO/MT),Kai'Sa/Zoe (MT/SH),1,2,0.5
Yasuo (IO/PZ),Championless (SI),1,2,0.5
Championless (SI),Yasuo (IO/PZ),1,2,0.5
Janna (PZ/SI),Samira/Sejuani (FR/NX),1,2,0.5
Samira/Sejuani (FR/NX),Janna (PZ/SI),1,2,0.5
Swain/Yasuo (IO/NX),Janna (PZ/SI),1,2,0.5
Janna (PZ/SI),Swain/Yasuo (IO/NX),1,2,0.5
Ashe/LeBlanc (FR/NX),Braum/Sejuani (FR/MT),1,2,0.5
Braum/Sejuani (FR/MT),Ashe/LeBlanc (FR/NX),1,2,0.5
Akshan/Master Yi (IO/SH),Gnar/Neeko (FR/RU),1,2,0.5
Gnar/Neeko (FR/RU),Akshan/Master Yi (IO/SH),1,2,0.5
Ezreal/Seraphine (IO/PZ),Akshan/Sivir (NX/SH),1,2,0.5
Akshan/Sivir (NX/SH),Ezreal/Seraphine (IO/PZ),1,2,0.5
Braum/LeBlanc (FR/NX),Championless (SI),1,2,0.5
Championless (SI),Braum/LeBlanc (FR/NX),1,2,0.5
