archetype_1,archetype_2,mu_win,mu_n,mu_wr
Morgana/Udyr (DE/FR),Nami/Twisted Fate (BW/IO),1,1,1
Jack/Sett (BW/IO),Sett/Volibear (FR/IO),1,1,1
Nami/Twisted Fate (BW/IO),Jayce/Norra (BC/PZ),1,1,1
Heimerdinger/Norra (BC/IO),Seraphine/Viktor (PZ/SH),1,1,1
Janna/Nilah (BW/PZ),Ekko/Pantheon/Viktor (MT/PZ),1,1,1
Nidalee (BC/SH),Heimerdinger/Norra (BC/IO),1,1,1
Anivia/Volibear (DE/FR),Jayce/Norra (BC/PZ),1,1,1
Galio/Udyr (DE/FR),Seraphine/Viktor (PZ/SH),1,1,1
Jayce/Lux (DE/PZ),Morgana (DE/FR),1,1,1
Heimerdinger/Jayce (BC/PZ),Morgana (DE/FR),1,1,1
Jayce/Norra (BC/PZ),Draven/Jhin (RU/NX),1,1,1
Ryze (IO/RU),Jayce/Norra (BC/PZ),1,1,1
Morgana (DE/FR),Fizz/Samira (BW/NX),1,1,1
Janna/Nilah (BW/PZ),Bard (RU/MT),1,1,1
Ezreal/Karma/Seraphine (IO/PZ),Ryze (IO/RU),1,1,1
Janna/Nilah (BW/PZ),Fizz/Norra (BC/BW),1,1,1
Karma/Sett (FR/IO),Fizz/Norra (BC/BW),1,1,1
Jack/Sett (BW/IO),Fizz/Norra (BC/BW),1,1,1
Nami/Twisted Fate (BW/IO),Karma/Sett (FR/IO),1,1,1
Senna/Veigar (BC/SI),Taric (DE/MT),1,1,1
Pantheon/Vayne (DE/MT),Senna/Veigar (BC/SI),1,1,1
Mordekaiser/Norra (BC/SI),Ezreal/Seraphine (PZ/SI),1,1,1
Galio/Morgana (DE/FR),Senna/Veigar (BC/SI),1,1,1
Galio/Udyr (DE/FR),Galio/Morgana (DE/FR),1,1,1
Galio/Morgana (DE/FR),Lissandra/Trundle (FR/SI),1,1,1
Akshan/Pantheon (MT/SH),Senna/Veigar (BC/SI),1,1,1
Jayce/Norra (BC/PZ),Pantheon/Vayne (DE/MT),1,1,1
Draven/Norra (BC/NX),Nidalee (BC/SH),1,1,1
